"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational","Ideas","The difficulty lies not so much in developing new ideas as in escaping from old ones.","John Maynard Keynes","English economist  (1883 - 1946)","Difficulty, Ideas, Lies, Old"
"Inspirational","Knowledge","We cannot forever hide the truth about ourselves, from ourselves.","John McCain","","Truth"
"Inspirational",,"Your mind, which is yourself, can be likened to a house. The first necessary move then, is to rid that house of all but furnishings essential to success.","John McDonald","","First, Mind, Success"
"Inspirational",,"You see a lot of good ideas or well-written scripts that are bad ideas.","John McTiernan","American Director; (1/8/1951 - ); ","Ideas"
"Inspirational","Freedom","Thou canst not touch the freedom of my mind.","John Milton","English poet  (1608 - 1674)","Freedom, Mind"
"Inspirational","Happiness"," Then wilt thou not be loath To leave this Paradise, but shalt possess A Paradise within thee, happier far.","John Milton","English poet  (1608 - 1674)","Paradise"
"Inspirational","Winning","Who overcomes by force, hath overcome but half his foe.","John Milton ","English poet  (1608 - 1674)","Force"
"Inspirational","Cowardice/Weakness","If weakness may excuse, What Murderer, what Traitor, Parricide, Incestuous, sacrilegious, but may plead it All Wickedness is Weakness That plea therefore With God or Man will gain thee no Remission.","John Milton","English poet  (1608 - 1674)","Gain, God, Man, May, Weakness, Wickedness, Will"
"Inspirational","Character","He who reigns within himself and rules his passions, desires, and fears is more than a king.","John Milton ","English poet  (1608 - 1674)","Rules"
"Inspirational","Ambition","Here at lastWe shall be freethe Almighty hath not builtHere for his envy, will not drive us henceHere we may reign secure, and in my choiceTo reign is worth ambition though in HellBetter to reign in Hell, than serve in Heaven.","John Milton","English poet  (1608 - 1674)","Ambition, Envy, Heaven, Hell, May, Will, Worth"
"Inspirational","Freedom","None can love freedom heartily but good men the rest love not freedom, but license.","John Milton","English poet  (1608 - 1674)","Freedom, Love, Men, Rest"
"Inspirational","Crime","Where it is duty to worship the sun, it is pretty sure to be a crime to examine the laws of heat.","John Morley","","Crime, Duty, Laws, Pretty, Sun, Worship"
"Inspirational","Character","Simplicity of character is no hindrance to the subtlety of intellect","John Morley","","Character, Intellect, Simplicity"
"Inspirational","Determination","based on the courageous determination of Christopher Columbus","John Muir","","Columbus, Determination"
"Inspirational","Energy","Climb the mountains and get their good tidings. Nature's peace will flow into you as sunshine flows into trees. The winds will blow their own freshness into you, and the storms their energy, while cares will drop away from you like the leaves of Autumn.","John Muir","","Autumn, Energy, Mountains, Nature, Peace, Storms, Trees, Will"
"Inspirational","Death","Let children walk with Nature, let them see the beautiful blendings and communions of death and life, their joyous inseparable unity, as taught in woods and meadows, plains and mountains and streams of our blessed star, and they will learn that death is s","John Muir","","Children, Death, Life, Mountains, Nature, Unity, Will"
"Inspirational","Attitude","A certain amount of opposition is a great help to a man. Kites rise against, not with the wind.","John Neal","","Help, Kites, Man, Opposition, Wind"
"Inspirational",,"And all your future lies beneath your hat.","John Oldham","American Celebrity;","Future, Lies"
"Inspirational","Optimism and Pessimism","Since I gave up hope, I feel so much better.","John Oshmne","","Hope"
"Inspirational","Beauty","Unless men see a beauty and delight in the worship of God, they will not do it willingly.","John Owen","English Theologian;","Beauty, Delight, God, Men, Will, Worship"
"Inspirational","Cowardice/Weakness","It is a sign of strength, not of weakness, to admit that you don't know all the answers.","John P. Loughrane","","Answers, Strength, Weakness"
"Inspirational","Defeat","The general who is able to persuade his forces that there is victory, even where there seems to be defeat, is one who will inspire them to fight against apparently impossible odds. They will, indeed, never suffer defeat, but will fight on until annihilate","John Paul Jones","","Defeat, Fight, Victory, Will"
"Inspirational","Mistakes","I never make stupid mistakes. Only very, very clever ones.","John Peel","","Mistakes"
"Inspirational","Hope","Hope provides comfort, and hope does not always require probability.","John Perry","","Comfort, Hope"
"Inspirational","Ethics","You do not know our culture, our ethics, or the unwritten codes that already provide our society more order than could be obtained by any of your impositions.","John Perry Barlow","","Culture, Ethics, Order, Society"
"Inspirational","Ethics","Our identities have no bodies, so, unlike you, we cannot obtain order by physical coercion. We believe that from ethics, enlightened self-interest, and the commonweal, our governance will emerge.","John Perry Barlow","","Ethics, Order, Self, Will"
"Inspirational","Inspiration","The only real failure is the one from which we learn nothing. ","John Powell","","Failure, Nothing"
"Inspirational","Drive","If your actions inspire others to dream more, learn more, do more and become more, you are a leader.","John Quincy Adams","American President; (7/11/1767 - ); US diplomat & politician  (1767 - 1848)","Actions, Dream, Leader"
"Inspirational","Facts","Facts are stubborn things and whatever may be our wishes, our inclinations, or the dictates of our passions, they cannot alter the state of facts and evidence.","John Quincy Adams","American President; (7/11/1767 - ); US diplomat & politician  (1767 - 1848)","Facts, May, State, Wishes"
"Inspirational",,"Always vote for principle, though you may vote alone, and you may cherish the sweetest reflection that your vote is never lost.","John Quincy Adams","American President; (7/11/1767 - ); US diplomat & politician  (1767 - 1848)","May, Reflection, Vote"
"Inspirational","Achievement","Patience and perseverance have a magical effect before which difficulties disappear and obstacles vanish.","John Quincy Adams","American President; (7/11/1767 - ); US diplomat & politician  (1767 - 1848)","Difficulties, Effect, Obstacles, Patience, Perseverance"
"Inspirational","Adversity","Adversity makes men wise but not rich.","John Ray","","Adversity, Men"
"Inspirational","Drive","The whole world loves to watch those who make things happen, and it rewards them for causing waves of productive enterprise.","John Rohn","","World"
"Inspirational",,"There is no wealth but life.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Life, Wealth"
"Inspirational","Character","What we think or what we believe is, in the end, of little consequence. The only thing of consequence is what we do.","John Ruskin ","English critic, essayist, & reformer  (1819 - 1900)","End"
"Inspirational","Business","There is hardly anything in the world that some man cannot make a little worse and sell a little cheaper.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Man, World"
"Inspirational","Heart","We were not sent into this world to do anything into which we can not put our heart.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Heart, World"
"Inspirational","Honor","In every person who comes near you look for what is good and strong honor that try to imitate it, and your faults will drop off like dead leaves when their time comes.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Faults, Honor, Time, Will"
"Inspirational","Dreams","Dream lofty dreams, and as you dream, so shall you become. Your vision is the promise of what you shall at last unveil.","John Ruskin ","English critic, essayist, & reformer  (1819 - 1900)","Dream, Dreams, Promise, Vision"
"Inspirational","Heart","Fine art is that in which the hand, the head, and the heart of man go together.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Art, Heart, Man"
"Inspirational","Humility","I believe the first test of a truly great man is his humility.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","First, Humility, Man"
"Inspirational","Perseverance","People are eternally divided into two classes, the believer, builder, and praiser, and the unbeliever, destroyer and critic.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","People"
"Inspirational","Effort","Quality is never an accident it is always the result of intelligent effort.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Accident, Effort, Quality, Result"
"Inspirational","Attitude","The highest reward for a person’s toil is not what they get for it, but what they become by it.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","Reward"
"Inspirational","Morality","Taste is not only a part and index of morality, it is the only morality. The first, and last, and closest trial question to any living creature is What do you like Tell me what you like, I'll tell you what you are.","John Ruskin","English critic, essayist, & reformer  (1819 - 1900)","First, Living, Morality, Question, Taste"
"Inspirational","Sanity","Sanity calms, but madness is more interesting.","John Russell","","Madness, Sanity"
"Inspirational","Discipline","No man or woman has achieved an effective personality who is not self-disciplined. Such discipline must not be an end in itself, but must be directed to the development of resolute Christian character.","John S. Bonnell ","","Character, Christian, Development, Discipline, End, Man, Personality, Self, Woman"
"Inspirational","Inspiration","Keys to success: Research your ideas, plan for success, expect success, and just do it. ","John S. Hinds","","Ideas, Research, Success"
"Inspirational","Inspiration","Success is the prize for those who stand true to their ideas. ","John S. Hinds","","Ideas, Success"
"Inspirational",,"Assumptions allow the best in life to pass you by.","John Sales","","Life"
"Inspirational","Determination","Concentrate on what you do well, and do it better than anybody else.","John Schnatter","",
"Inspirational","Ignorance & Stupidity","Ignorance of the law excuses no man Not that all men know the law, but because 'tis an excuse every man will plead, and no man can tell how to refute him.","John Selden","English Statesman; (12/16/1584 - ); ","Excuses, Ignorance, Law, Man, Men, Will"
"Inspirational","Learning","No man is wiser for his learning, wit and wisdom are born with a man.","John Selden","English Statesman; (12/16/1584 - ); ","Learning, Man, Wisdom, Wit"
"Inspirational",,"Philosophy is nothing but discretion.","John Selden","English Statesman; (12/16/1584 - ); ","Discretion, Nothing, Philosophy"
"Inspirational","Democracy","Democracy encourages the majority to decide things about which the majority is ignorant.","John Simon","","Democracy, Majority"
"Inspirational",,"Consistency is the quality of a stagnant mind.","John Sloan","US painter  (1871 - 1951)","Consistency, Mind, Quality"
"Inspirational","Advice","The answer is in thy heart. Thee can always hear it, if thee listens for it.","John Steinbeck","US novelist  (1902 - 1968)","Heart"
"Inspirational","Advice","No one wants advice -- only corroboration.","John Steinbeck","US novelist  (1902 - 1968)","Advice"
"Inspirational","Dreams","Toil, feel, think, hope; you will be sure to dream enough before you die, without arranging for it.","John Sterling ","American Entertainer;","Dream, Hope, Will"
"Inspirational","Happiness","Ask yourself whether you are happy, and you cease to be so.","John Stuart Mill","English economist & philosopher  (1806 - 1873)",
"Inspirational","Happiness","I have learned to seek my happiness by limiting my desires, rather than in attempting to satisfy them.","John Stuart Mill","English economist & philosopher  (1806 - 1873)","Happiness"
"Inspirational",,"No one can be a great thinker who does not recognize that as a thinker it is his first duty to follow his intellect to whatever conclusions it may lead. Truth gains more even by the errors of one who, with due study, and preparation, thinks for himself, than by the true opinions of those who only hold them because they do not suffer themselves to think.","John Stuart Mill","English economist & philosopher  (1806 - 1873)","Duty, Errors, First, Intellect, May, Opinions, Preparation, Study, Truth"
"Inspirational","Inspiration","The general tendency of things throughout the world is to render mediocrity the ascendant power among mankind.","John Stuart Mill","English economist & philosopher  (1806 - 1873)","Mankind, Mediocrity, Power, World"
"Inspirational","Death","While we are mourning the loss of our friend, others are rejoicing to meet him behind the veil.","John Taylor","","Friend, Loss, Mourning"
"Inspirational","Instinct","The herd instinct seems to be the strongest human emotion, one that the race is constantly breeding off as the mavericks are liquidated. Happiness is running with the crowd.","John Train","","Breeding, Emotion, Happiness, Instinct, Race, Running"
"Inspirational","Passion","You feel alive to the degree that you can help.","John Travolt","","Help"
"Inspirational","Instinct","Write out of love, write out of instinct, write out of reason. But always for money.","John Updike","US author  (1932 -  )","Instinct, Love, Money, Reason"
"Inspirational","Sanity","We take our bearings, daily, from others. To be sane is, to a great extent, to be sociable.","John Updike","US author  (1932 -  )",
"Inspirational","Patience","A healthy male adult bore consumes each year one and a half times his own weight in other people's patience.","John Updike","US author  (1932 -  )","Patience, People, Weight"
"Inspirational","Creativity","Creativity is merely a plus name for regular activity . . . any activity becomes creative when the doer cares about dong it right, or better.","John Updike","US author  (1932 -  )","Creativity, Name, Right"
"Inspirational","Procrastination","Suspect each moment, for it is a thief, tiptoeing away with more than it brings.","John Updike","US author  (1932 -  )",
"Inspirational","Creation","Perfectionism is the enemy of creation, as extreme self-solicitude is the enemy of well-being.","John Updike","US author  (1932 -  )","Creation, Enemy, Extreme, Self"
"Inspirational","Trust","Never trust anybody who says 'trust me.' Except just this once, of course. - from Steel Beach","John Varley","","Beach, Trust"
"Inspirational","Karma","To sensible men, every day is a day of reckoning","John W. Gardner","US administrator  (1912 -  )","Day, Men"
"Inspirational","Creativity","When Alexander the Great visited Diogenes and asked whether he could do anything for the famed teacher, Diogenes replied 'Only stand out of my light.' Perhaps some day we shall know how to heighten creativity. Until then, one of the best things we can do for creative men and women is to stand out of their light.","John W. Gardner","US administrator  (1912 -  )","Creativity, Day, Light, Men, Women"
"Inspirational","Education","Much education today is monumentally ineffective. All too often we are giving young people cut flowers when we should be teaching them to grow their own plants.","John W. Gardner","US administrator  (1912 -  )","Education, Flowers, Giving, People, Plants, Teaching, Today"
"Inspirational","Experience","Life is the art of drawing without an eraser.","John W. Gardner","US administrator  (1912 -  )","Art, Life"
"Inspirational","Happiness","Storybook happiness involves every form of pleasant thumb-twiddling true happiness involves the full use of one's powers and talents.","John W. Gardner","US administrator  (1912 -  )","Happiness"
"Inspirational","Excellence","The society which scorns excellence in plumbing as a humble activity and tolerates shoddiness in philosophy because it is an exalted activity will have neither good plumbing nor good philosophy: neither its pipes nor its theories will hold water.","John W. Gardner","US administrator  (1912 -  )","Excellence, Philosophy, Society, Theories, Water, Will"
"Inspirational","Education","The ultimate goal of the educational system is to shift to the individual the burden of pursing his own education. This will not be a widely shared pursuit until we get over our odd conviction that education is what goes on in school buildings and nowhere else.","John W. Gardner","US administrator  (1912 -  )","Burden, Conviction, Education, Goal, Pursuit, School, Will"
"Inspirational","Belief","Men of integrity, by their very existence, rekindle the belief that as a people we can live above the level of moral squalor. We need that belief; a cynical community is a corrupt community.","John W. Gardner","US administrator  (1912 -  )","Belief, Community, Existence, Integrity, Men, People"
"Inspirational","Chance","Cultivate your curiosity. Keep it sharp and always working. Consider curiosity your life preserver, your willingness to try something new. Second, enlarge your enthusiasm to include the pursuit to excellence, following every task through to completion. Third, make the law of averages work for you. By budgeting your time more carefully than most people you can make more time available. Does the combination of curiosity, enthusiasm, and the law of averages guarantee success Indeed it does not ... Success in the final analysis always involves luck or the element of chance. Louis Pasteur grasped this well when he said that chance favors the prepared mind.","John W. Hanley","","Chance, Completion, Curiosity, Enthusiasm, Excellence, Favors, Law, Life, Luck, Mind, People, Pursuit, Success, Time, Work"
"Inspirational","Inspiration","Do the next thing. ","John Wanamaker","US department store merchant  (1838 - 1922)",
"Inspirational","Passion","Tomorrow hopes we have learned something from yesterday.","John Wayne","American Actor; (5/26/1907 - ); US movie actor & director  (1907 - 1979)","Tomorrow, Yesterday"
"Inspirational","Achievement","Courage is being scared to death and saddling up anyway.","John Wayne","American Actor; (5/26/1907 - ); US movie actor & director  (1907 - 1979)","Being, Courage, Death"
"Inspirational",,"Life is hard; it's harder if you're stupid.","John Wayne","American Actor; (5/26/1907 - ); US movie actor & director  (1907 - 1979)","Life"
"Inspirational","Ambition","Vain ambition of kings Who seek by trophies and dead things To leave a living name behind, And weave but nets to catch the wind.","John Webster","English dramatist  (1580 - 1625)","Ambition, Kings, Living, Name, Wind"
"Inspirational",,"The laughter of a man is the contentment of God.","John Weiss","","Contentment, God, Laughter, Man"
"Inspirational","Purpose","Though I am always in haste, I am never in a hurry because I never undertake more work than I can go through with calmness of spirit. ","John Wesley","English religious leader  (1703 - 1791)","Haste, Spirit, Work"
"Inspirational","Perception","For many ages it has been allowed by sensible men, Nihil est in intellectu quod non fuit prius in sensu: That is, There is nothing in the understanding which was not first perceived by some of the senses. All the knowledge which we naturally have is ori","John Wesley","English religious leader  (1703 - 1791)","First, Knowledge, Men, Nothing, Senses, Understanding"
"Inspirational","Intensity","If you get caught up in things over which you have no control, it will adversely affect those things over which you have control.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Control, Will"
"Inspirational","Achievement","Do not let what you cannot do interfere with what you can do.","John Wooden ","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )",
"Inspirational","Purpose","Don’t let what you cannot do interfere with what you can do.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )",
"Inspirational","Character","Be more concerned with your character than your reputation, because your character is what you really are, while your reputation is merely what others think you are.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Character, Reputation"
"Inspirational","Character","Ability may get you to the top, but it takes character to keep you there.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Ability, Character, May"
"Inspirational",,"Ability is a poor man's wealth.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Ability, Man, Poor, Wealth"
"Inspirational","Inspiration","Success is a piece of mind which is a direct result of the self satisfaction knowing you did your best to become the best you are capable of becoming. ","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Mind, Result, Satisfaction, Self, Success"
"Inspirational","Achievement","Never mistake activity for achievement. ","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Achievement, Mistake"
"Inspirational","Inspiration","It is what you learn after you know it all that counts. ","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )",
"Inspirational","Motivation","The most important key to achieving great success is to decide upon your goal and launch, get started, take action, move.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Action, Goal, Key, Success"
"Inspirational","Fame","Talent is God given. Be humble. Fame is man-given. Be grateful. Conceit is self-given. Be careful.","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Conceit, Fame, God, Man, Self, Talent"
"Inspirational","Perseverance","It's not so important who starts the game but who finishes it.","John Wooden ","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )",
"Inspirational","Inspiration","Success is peace of mind, which is a direct result of self-satisfaction in knowing that you did your best to become the best you are capable of becoming. ","John Wooden","American Coach; (10/14/1910 - ); US basketball coach  (1910 -  )","Mind, Peace, Result, Self, Success"
"Inspirational","Encouragement","I don’t believe in looking back. If you make a decision that you think is the proper one at the time, then that’s the correct decision.","John Woody","","Decision, Time"
"Inspirational",,"When in doubt, take more time.","John Zimmerman","American Athlete; (11/26/1973 - ); ","Doubt, Time"
"Inspirational",,"As soon as you get a certain amount of attention, then everybody kinda wants to start taking pot shots at you. All your old friends that supported you don't support you any more.","John Zorn","American Composer; (9/2/1953 - ); ","Attention, Friends, Old, Support"
"Inspirational","Happiness","Happiness is seeing the muscular lifeguard all the girls were admiring leave the beach hand in hand with another muscular lifeguard.","Johnny Carson","US comedian & television host  (1925 - 2005)","Beach, Girls, Happiness"
"Inspirational","Happiness","Happiness is finding two olives in your martini when you're hungry.","Johnny Carson","US comedian & television host  (1925 - 2005)","Happiness"
"Inspirational","Awards","The Oscars are two hours of sparkling entertainment packed into a fourhour show.","Johnny Carson","US comedian & television host  (1925 - 2005)","Entertainment"
"Inspirational","Future, The","Only lie about the future.","Johnny Carson","US comedian & television host  (1925 - 2005)","Future, Lie"
"Inspirational","Affirmation","You build on failure. You use it as a stepping stone. Close the door on the past. You don't try to forget the mistakes, but you don't dwell on it. You don't let it have.","Johnny Cash","American Musician; (2/26/1932 - 9/12/2003); ","Failure, Forget, Mistakes, Past"
"Inspirational",,"Where there is no hope, there can be no endeavor.","Johnson","","Hope"
"Inspirational",,"Success is falling nine times and getting up ten.","Jon Bon Jovi","American Musician; (3/2/1962 - ); ","Success"
"Inspirational","Inspiration","The early bird may catch the worm, but it's the second mouse that gets the cheese. ","Jon Hammond","","May, Mouse"
"Inspirational","Goals","Generosity is another quality which, like patience, letting go, non-judging, and trust, provides a solid foundation for mindfulness practice. You might experiment with using the cultivation of generosity as a vehicle for deep selfobservation and inquiry as well as an exercise in giving. A good place to start is with yourself. See if you can give yourself gifts that may be true blessings, acceptance, or some time each day with no purpose. Practice feeling deserving enough to accept these gifts without obligation to simply receive from yourself, and from the universe.","Jon Kabat Zinn","","Acceptance, Blessings, Day, Deep, Exercise, Feeling, Generosity, Gifts, Giving, May, Obligation, Patience, Practice, Purpose, Quality, Time, Trust, Universe"
"Inspirational","Thought","Awareness is not the same as thought. It lies beyond thinking, although it makes no use of thinking, honoring it's value and it's power. Awareness is more like a vessel which can hold and contain our thinking, helping us to see and know our thought as thought rather than getting caught up in them as reality.","Jon Kabit-Zinn","","Awareness, Lies, Power, Reality, Thinking, Thought, Value"
"Inspirational",,"You just have to keep trying to do good work, and hope that it leads to more good work. I want to look back on my career and be proud of the work, and be proud that I tried everything. Yes, I want to look back and know that I was terrible at a variety of things.","Jon Stewart","American Entertainer; (11/28/1962 - ); ","Career, Hope, Trying, Variety, Want, Work"
"Inspirational",,"Here's the point - you're looking at affirmative action, and you're looking at marijuana. You legalize marijuana, no need for quotas, because really, who's gonna wanna work?","Jon Stewart","American Entertainer; (11/28/1962 - ); ","Action, Work"
"Inspirational","Power","The wrong sort of people are always in power because they would not be in power if they were not the wrong sort of people.","Jon Wynne Tyson","","People, Power, Wrong"
"Inspirational","Achievement","I feel that the greatest reward for doing is the opportunity to do more.","Jonas Salk ","American Scientist; (10/28/1914 - 6/23/1995); ","Opportunity, Reward"
"Inspirational","Inspiration","I have had dreams and I have had nightmares. I overcame my nightmares because of my dreams. ","Jonas Salk","American Scientist; (10/28/1914 - 6/23/1995); ","Dreams"
"Inspirational","Inspiration","I bought a self-help tape called How to Handle Disappointment. I got it home and the box was empty.","Jonathan Droll","","Disappointment, Home, Self"
"Inspirational",,"All pleasures contain an element of sadness.","Jonathan Eibeschutz","","Sadness"
"Inspirational","Optimism and Pessimism","An optimist is someone on death row who is also a member of Weight Watchers.","Jonathan Katz","American Comedian; (12/1/1946 - ); ","Death, Weight"
"Inspirational","Deception/Lying","All this was inspired by the principle--which is quite true in itself--that in the big lie there is always a certain force of credibility; because the broad masses of a nation are always more easily corrupted in the deeper strata of their emotional nature","Jonathan Kozol","","Credibility, Force, Lie, Nation, Nature"
"Inspirational","Regret & Remorse","Forget regret, or life is yours to miss.","Jonathan Larson","","Forget, Life, Regret"
"Inspirational","Life","Measure your life in love.","Jonathan Larson","","Life, Love, Measure"
"Inspirational","Attitude","Values are tapes we play on the Walkman of the mind. Any tune we choose is fine so long as it does not disturb others.","Jonathan Sacks","","Mind, Play, Values"
"Inspirational","Zeal","Necessity is the mother of invention, it is true but it’s father is creativity, and knowledge is the midwife.","Jonathan Schattke","","Creativity, Father, Invention, Knowledge, Mother, Necessity"
"Inspirational","Inspiration","Vision is the art of seeing things that are not yet visible. ","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Art, Vision"
"Inspirational","Inspiration","Vision is the art of seeing the invisible. ","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Art, Vision"
"Inspirational","Discovery","For the rest, Whatever we have got has been by infinite labor, and search, and ranging through every corner of nature; the difference is that instead of dirt and poison, we have rather chosen to fill our hives with honey and wax, thus furnishing mankind","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Difference, Infinite, Labor, Mankind, Nature, Poison, Rest"
"Inspirational","Common Sense","But when a Man???s Fancy gets astride on his Reason, when Imagination is at Cuffs with the Senses, and common Understanding, as well as common Sense, is Kickt out of Doors; the first Proselyte he makes, is Himself, and when that is once compass???d, the Diffi","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Common sense, Fancy, First, Imagination, Man, Reason, Senses, Understanding"
"Inspirational","Ambition","Ambition often puts men upon doing the meanest offices so climbing is performed in the same posture with creeping.","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Ambition, Men"
"Inspirational","Advice","How is it possible to expect mankind to take advice when they will not so much as take warning","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Advice, Mankind, Will"
"Inspirational","Argument","Argument is the worst sort of conversation.","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Argument, Conversation"
"Inspirational","Strength","Although men are accused of not knowing their own weakness, yet perhaps few know their own strength. It is in men as in soils, where sometimes there is a vein of gold which the owner knows not of.","Jonathan Swift ","Irish essayist, novelist, & satirist  (1667 - 1745)","Gold, Men, Strength, Weakness"
"Inspirational",,"May you live all the days of your life.","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Life, May"
"Inspirational",,"May you live every day of your life.","Jonathan Swift","Irish essayist, novelist, & satirist  (1667 - 1745)","Day, Life, May"
"Inspirational","Optimism and Pessimism","If your boat doesn't come in, swim out to it.","Jonathan Winters","",
"Inspirational","Success","I couldn't wait for success, so I went on ahead without it.","Jonathan Winters","","Success"
"Inspirational","Ethics","There is a concept which corrupts and upsets all others. I refer not to Evil, whose limited realm is that of ethics I refer to the infinite.","Jorge Luis Borges","Argentine novelist & poet  (1899 - 1986)","Ethics, Evil, Infinite"
"Inspirational","Loneliness","A writer needs loneliness, and he gets his share of it. He needs love, and he gets shared and also unshared love. He needs friendship. In fact, he needs the universe. To be a writer is, in a sense, to be a day-dreamer - to be living a kind of double li","Jorge Luis Borges","Argentine novelist & poet  (1899 - 1986)","Day, Fact, Friendship, Living, Loneliness, Love, Needs, Sense, Universe, Writer"
"Inspirational","Democracy","Democracy is an abuse of statistics.","Jorge Luis Borges","Argentine novelist & poet  (1899 - 1986)","Abuse, Democracy, Statistics"
"Inspirational",,"Life itself is a quotation.","Jorge Luis Borges","Argentine novelist & poet  (1899 - 1986)","Life, Quotation"
"Inspirational",,"He who does not hope to win has already lost.","Jose Joaquin de Olmedo","","Hope"
"Inspirational","Criticism","We protest against unjust criticism, but we accept unearned applause.","Jose Narosky","","Applause, Criticism, Protest"
"Inspirational","Inspiration","We cannot put off living until we’re ready. Life is fired at us point blank.","Jose Ortega Y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Life, Living"
"Inspirational",,"An idea is a putting truth in check-mate.","Jose Ortega y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Idea, Truth"
"Inspirational","Excellence","Excellence means when a man or woman asks of himself more than others do.","Jose Ortega y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Excellence, Man, Woman"
"Inspirational",,"Law is born from despair of human nature.","Jose Ortega y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Despair, Human nature, Law"
"Inspirational","Creation","The metaphor is perhaps one of man's most fruitful potentialities. Its efficacy verges on magic, and it seems a tool for creation which God forgot inside one of His creatures when He made him.","Jose Ortega y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Creation, God, Magic, Man, Metaphor"
"Inspirational","Future, The","Life is a series of collisions with the future it is not the sum of what we have been, but what we yearn to be.","Jose Ortega y Gasset","Spanish Philosopher; (5/9/1883 - ); Spanish philosopher & politician  (1883 - 1955)","Future, Life"
"Inspirational",,"When you tell the truth, people listen.","Jose Raul Bernardo","","People, Truth"
"Inspirational",,"Happiness is a way of praying.","Jose Raul Bernardo","","Happiness"
"Inspirational","Death","All are equal Death lays his icy hand on kings: Sceptre and crown Must tumble down, And in the dust be equal made With the poor crooked scythe and spade.","Josef Stalin","","Death, Poor"
"Inspirational","Diplomacy","Sincere diplomacy is no more possible than dry water or wooden iron.","Josef Stalin","","Diplomacy, Water"
"Inspirational","Profession","They were a people so primitive they did not know how to get money except by working for it.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Money, People"
"Inspirational","Enemies","When men are easy in their circumstances, they are naturally enemies to innovations.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Circumstances, Enemies, Men"
"Inspirational","Education","What sculpture is to a block of marble, education is to the soul.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Education, Sculpture, Soul"
"Inspirational","Humanity","What sunshine is to flowers, smiles are to humanity. These are but trifles, to be sure but scattered along life's pathway, the good they do is inconceivable.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Flowers, Humanity, Life, Smiles, Trifles"
"Inspirational","Conversation","True happiness is of a retired nature, and an enemy to pomp and noise it arises, in the first place, from the enjoyment of one's self, and in the next from the friendship and conversation of a few select companions.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Conversation, Enemy, Enjoyment, First, Friendship, Happiness, Nature, Self"
"Inspirational","Beauty","There is nothing that makes its way more directly to the soul than beauty.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Beauty, Nothing, Soul"
